x,y
0.557558,0.113093
0.559560,0.112411
0.561562,0.111736
0.563564,0.111068
0.565566,0.110407
0.567568,0.109752
0.569570,0.109104
0.571572,0.108463
0.573574,0.107828
0.575576,0.107200
0.577578,0.106577
0.579580,0.105961
0.581582,0.105350
0.583584,0.104746
0.585586,0.104147
0.587588,0.103554
0.589590,0.102967
0.591592,0.102385
0.593594,0.101809
0.595596,0.101238
0.597598,0.100672
0.599600,0.100112
0.601602,0.099556
0.603604,0.099005
0.605606,0.098459
0.607608,0.097918
0.609610,0.097382
0.611612,0.096850
0.613614,0.096323
0.615616,0.095801
0.617618,0.095282
0.619620,0.094768
0.621622,0.094258
0.623624,0.093753
0.625626,0.093251
0.627628,0.092753
0.629630,0.092259
0.631632,0.091769
0.633634,0.091283
0.635636,0.090800
0.637638,0.090321
0.639640,0.089846
0.641642,0.089374
0.643644,0.088905
0.645646,0.088440
0.647648,0.087978
0.649650,0.087519
0.651652,0.087063
0.653654,0.086611
0.655656,0.086161
0.657658,0.085714
0.659660,0.085270
0.661662,0.084829
0.663664,0.084391
0.665666,0.083955
0.667668,0.083522
0.669670,0.083092
0.671672,0.082664
0.673674,0.082239
0.675676,0.081816
0.677678,0.081395
0.679680,0.080977
0.681682,0.080561
0.683684,0.080147
0.685686,0.079735
0.687688,0.079326
0.689690,0.078919
0.691692,0.078513
0.693694,0.078110
0.695696,0.077709
0.697698,0.077309
0.699700,0.076912
0.701702,0.076516
0.703704,0.076122
0.705706,0.075730
0.707708,0.075340
0.709710,0.074951
0.711712,0.074564
0.713714,0.074179
0.715716,0.073795
0.717718,0.073413
0.719720,0.073032
0.721722,0.072653
0.723724,0.072275
0.725726,0.071899
0.727728,0.071524
0.729730,0.071151
0.731732,0.070779
0.733734,0.070408
0.735736,0.070039
0.737738,0.069671
0.739740,0.069304
0.741742,0.068939
0.743744,0.068575
0.745746,0.068212
0.747748,0.067850
0.749750,0.067490
0.751752,0.067130
0.753754,0.066772
0.755756,0.066416
0.757758,0.066060
0.759760,0.065705
0.761762,0.065352
0.763764,0.065000
0.765766,0.064649
0.767768,0.064299
0.769770,0.063950
0.771772,0.063603
0.773774,0.063256
0.775776,0.062911
0.777778,0.062567
0.779780,0.062224
0.781782,0.061882
0.783784,0.061541
0.785786,0.061201
0.787788,0.060863
0.789790,0.060525
0.791792,0.060189
0.793794,0.059854
0.795796,0.059521
0.797798,0.059188
0.799800,0.058857
0.801802,0.058526
0.803804,0.058198
0.805806,0.057870
0.807808,0.057543
0.809810,0.057218
0.811812,0.056895
0.813814,0.056572
0.815816,0.056251
0.817818,0.055931
0.819820,0.055613
0.821822,0.055296
0.823824,0.054980
0.825826,0.054666
0.827828,0.054353
0.829830,0.054042
0.831832,0.053733
0.833834,0.053425
0.835836,0.053119
0.837838,0.052814
0.839840,0.052511
0.841842,0.052209
0.843844,0.051910
0.845846,0.051612
0.847848,0.051316
0.849850,0.051022
0.851852,0.050729
0.853854,0.050439
0.855856,0.050150
0.857858,0.049864
0.859860,0.049580
0.861862,0.049297
0.863864,0.049017
0.865866,0.048739
0.867868,0.048463
0.869870,0.048190
0.871872,0.047919
0.873874,0.047650
0.875876,0.047384
0.877878,0.047120
0.879880,0.046859
0.881882,0.046600
0.883884,0.046344
0.885886,0.046091
0.887888,0.045840
0.889890,0.045592
0.891892,0.045347
0.893894,0.045105
0.895896,0.044866
0.897898,0.044631
0.899900,0.044398
0.901902,0.044168
0.903904,0.043942
0.905906,0.043719
0.907908,0.043499
0.909910,0.043283
0.911912,0.043071
0.913914,0.042862
0.915916,0.042657
0.917918,0.042455
0.919920,0.042257
0.921922,0.042063
0.923924,0.041874
0.925926,0.041688
0.927928,0.041506
0.929930,0.041329
0.931932,0.041155
0.933934,0.040987
0.935936,0.040822
0.937938,0.040662
0.939940,0.040507
0.941942,0.040357
0.943944,0.040211
0.945946,0.040070
0.947948,0.039934
0.949950,0.039804
0.951952,0.039678
0.953954,0.039558
0.955956,0.039443
0.957958,0.039333
0.959960,0.039229
0.961962,0.039130
0.963964,0.039038
0.965966,0.038951
0.967968,0.038870
0.969970,0.038794
0.971972,0.038726
0.973974,0.038663
0.975976,0.038606
0.977978,0.038556
0.979980,0.038513
0.981982,0.038476
0.983984,0.038446
0.985986,0.038423
0.987988,0.038407
0.989990,0.038398
0.991992,0.038396
0.993994,0.038401
0.995996,0.038413
0.997998,0.038434
1.000000,0.038462
