x,y
-0.413322,0.150291
-0.410457,0.152524
-0.407587,0.154841
-0.404713,0.157244
-0.401836,0.159735
-0.398954,0.162315
-0.396069,0.164987
-0.393179,0.167753
-0.390286,0.170614
-0.387389,0.173573
-0.384488,0.176631
-0.381583,0.179791
-0.378674,0.183055
-0.375762,0.186424
-0.372846,0.189901
-0.369926,0.193487
-0.367003,0.197185
-0.364076,0.200997
-0.361145,0.204924
-0.358211,0.208969
-0.355273,0.213134
-0.352332,0.217421
-0.349387,0.221832
-0.346439,0.226369
-0.343488,0.231035
-0.340533,0.235831
-0.337574,0.240759
-0.334612,0.245822
-0.331647,0.251022
-0.328679,0.256360
-0.325708,0.261840
-0.322733,0.267463
-0.319755,0.273231
-0.316774,0.279146
-0.313789,0.285212
-0.310802,0.291429
-0.307812,0.297800
-0.304818,0.304325
-0.301822,0.311001
-0.298822,0.317822
-0.295820,0.324786
-0.292814,0.331890
-0.289806,0.339128
-0.286795,0.346497
-0.283781,0.353994
-0.280764,0.361614
-0.277745,0.369353
-0.274722,0.377208
-0.271697,0.385175
-0.268670,0.393248
-0.265639,0.401426
-0.262606,0.409702
-0.259571,0.418074
-0.256533,0.426537
-0.253492,0.435087
-0.250449,0.443719
-0.247403,0.452430
-0.244355,0.461216
-0.241305,0.470071
-0.238252,0.478992
-0.235196,0.487975
-0.232139,0.497015
-0.229079,0.506108
-0.226017,0.515250
-0.222952,0.524435
-0.219886,0.533661
-0.216817,0.542921
-0.213746,0.552213
-0.210673,0.561531
-0.207598,0.570870
-0.204521,0.580228
-0.201442,0.589598
-0.198361,0.598976
-0.195277,0.608359
-0.192192,0.617740
-0.189105,0.627117
-0.186017,0.636483
-0.182926,0.645835
-0.179833,0.655168
-0.176739,0.664476
-0.173643,0.673757
-0.170545,0.683004
-0.167446,0.692213
-0.164345,0.701380
-0.161242,0.710499
-0.158138,0.719567
-0.155032,0.728578
-0.151925,0.737527
-0.148816,0.746410
-0.145705,0.755222
-0.142594,0.763958
-0.139480,0.772614
-0.136366,0.781184
-0.133250,0.789664
-0.130133,0.798049
-0.127014,0.806334
-0.123894,0.814514
-0.120773,0.822585
-0.117651,0.830542
-0.114528,0.838379
-0.111403,0.846092
-0.108278,0.853676
-0.105151,0.861126
-0.102023,0.868438
-0.098894,0.875606
-0.095765,0.882626
-0.092634,0.889492
-0.089502,0.896200
-0.086370,0.902745
-0.083237,0.909122
-0.080103,0.915326
-0.076968,0.921352
-0.073832,0.927195
-0.070695,0.932851
-0.067558,0.938315
-0.064421,0.943581
-0.061282,0.948645
-0.058143,0.953501
-0.055004,0.958146
-0.051863,0.962574
-0.048723,0.966780
-0.045582,0.970760
-0.042440,0.974508
-0.039298,0.978019
-0.036156,0.981290
-0.033013,0.984314
-0.029870,0.987087
-0.026726,0.989605
-0.023583,0.991862
-0.020439,0.993854
-0.017295,0.995576
-0.014150,0.997022
-0.011006,0.998189
-0.007862,0.999071
-0.004717,0.999664
-0.001572,0.999962
0.001572,0.999962
0.004717,0.999664
0.007862,0.999071
0.011006,0.998189
0.014150,0.997022
0.017295,0.995576
0.020439,0.993854
0.023583,0.991862
0.026726,0.989605
0.029870,0.987087
0.033013,0.984314
0.036156,0.981290
0.039298,0.978019
0.042440,0.974508
0.045582,0.970760
0.048723,0.966780
0.051863,0.962574
0.055004,0.958146
0.058143,0.953501
0.061282,0.948645
0.064421,0.943581
0.067558,0.938315
0.070695,0.932851
0.073832,0.927195
0.076968,0.921352
0.080103,0.915326
0.083237,0.909122
0.086370,0.902745
0.089502,0.896200
0.092634,0.889492
0.095765,0.882626
0.098894,0.875606
0.102023,0.868438
0.105151,0.861126
0.108278,0.853676
0.111403,0.846092
0.114528,0.838379
0.117651,0.830542
0.120773,0.822585
0.123894,0.814514
0.127014,0.806334
0.130133,0.798049
0.133250,0.789664
0.136366,0.781184
0.139480,0.772614
0.142594,0.763958
0.145705,0.755222
0.148816,0.746410
0.151925,0.737527
0.155032,0.728578
0.158138,0.719567
0.161242,0.710499
0.164345,0.701380
0.167446,0.692213
0.170545,0.683004
0.173643,0.673757
0.176739,0.664476
0.179833,0.655168
0.182926,0.645835
0.186017,0.636483
0.189105,0.627117
0.192192,0.617740
0.195277,0.608359
0.198361,0.598976
0.201442,0.589598
0.204521,0.580228
0.207598,0.570870
0.210673,0.561531
0.213746,0.552213
0.216817,0.542921
0.219886,0.533661
0.222952,0.524435
0.226017,0.515250
0.229079,0.506108
0.232139,0.497015
0.235196,0.487975
0.238252,0.478992
0.241305,0.470071
0.244355,0.461216
0.247403,0.452430
0.250449,0.443719
0.253492,0.435087
0.256533,0.426537
0.259571,0.418074
0.262606,0.409702
0.265639,0.401426
0.268670,0.393248
0.271697,0.385175
0.274722,0.377208
0.277745,0.369353
0.280764,0.361614
0.283781,0.353994
0.286795,0.346497
0.289806,0.339128
0.292814,0.331890
0.295820,0.324786
0.298822,0.317822
0.301822,0.311001
0.304818,0.304325
0.307812,0.297800
0.310802,0.291429
0.313789,0.285212
0.316774,0.279146
0.319755,0.273231
0.322733,0.267463
0.325708,0.261840
0.328679,0.256360
0.331647,0.251022
0.334612,0.245822
0.337574,0.240759
0.340533,0.235831
0.343488,0.231035
0.346439,0.226369
0.349387,0.221832
0.352332,0.217421
0.355273,0.213134
0.358211,0.208969
0.361145,0.204924
0.364076,0.200997
0.367003,0.197185
0.369926,0.193487
0.372846,0.189901
0.375762,0.186424
0.378674,0.183055
0.381583,0.179791
0.384488,0.176631
0.387389,0.173573
0.390286,0.170614
0.393179,0.167753
0.396069,0.164987
0.398954,0.162315
0.401836,0.159735
0.404713,0.157244
0.407587,0.154841
0.410457,0.152524
0.413322,0.150291
0.416183,0.148140
0.419041,0.146069
0.421894,0.144077
0.424743,0.142161
0.427588,0.140319
0.430428,0.138550
0.433265,0.136853
0.436097,0.135224
0.438924,0.133662
0.441748,0.132166
0.444567,0.130734
0.447381,0.129363
0.450191,0.128053
0.452997,0.126801
0.455798,0.125606
0.458595,0.124466
0.461387,0.123379
0.464175,0.122343
0.466958,0.121357
0.469736,0.120420
0.472510,0.119529
0.475279,0.118682
0.478044,0.117879
0.480803,0.117118
0.483558,0.116396
0.486309,0.115713
0.489054,0.115067
0.491794,0.114456
0.494530,0.113878
0.497261,0.113333
0.499987,0.112819
0.502708,0.112333
0.505423,0.111875
0.508134,0.111443
0.510840,0.111036
0.513541,0.110652
0.516237,0.110290
0.518928,0.109948
0.521613,0.109625
0.524293,0.109319
0.526969,0.109030
0.529639,0.108755
0.532303,0.108493
0.534963,0.108244
0.537617,0.108005
0.540266,0.107776
0.542909,0.107555
0.545548,0.107341
0.548180,0.107132
0.550808,0.106928
0.553430,0.106726
0.556046,0.106527
0.558657,0.106328
0.561262,0.106128
0.563862,0.105927
0.566456,0.105723
0.569045,0.105515
0.571628,0.105301
0.574205,0.105082
0.576777,0.104855
0.579343,0.104619
0.581903,0.104374
0.584458,0.104118
0.587007,0.103851
0.589550,0.103571
0.592087,0.103278
0.594618,0.102973
0.597143,0.102656
0.599663,0.102328
0.602176,0.101988
0.604684,0.101637
0.607186,0.101276
0.609681,0.100904
0.612171,0.100522
0.614654,0.100131
0.617132,0.099730
0.619603,0.099321
0.622068,0.098903
0.624527,0.098476
0.626980,0.098042
0.629427,0.097600
0.631867,0.097150
0.634302,0.096694
0.636730,0.096230
0.639151,0.095760
0.641567,0.095285
0.643976,0.094803
0.646378,0.094315
0.648774,0.093823
0.651164,0.093325
0.653548,0.092823
0.655924,0.092316
0.658295,0.091805
0.660659,0.091289
0.663016,0.090771
0.665367,0.090249
0.667711,0.089723
0.670049,0.089195
0.672380,0.088664
0.674704,0.088131
0.677022,0.087596
0.679333,0.087058
0.681637,0.086519
0.683935,0.085979
0.686225,0.085437
0.688509,0.084894
0.690787,0.084351
0.693057,0.083807
0.695320,0.083263
0.697577,0.082718
0.699827,0.082174
0.702070,0.081629
0.704305,0.081086
0.706534,0.080543
0.708756,0.080001
0.710971,0.079460
0.713179,0.078920
0.715380,0.078381
0.717573,0.077844
0.719760,0.077310
0.721940,0.076776
0.724112,0.076246
0.726277,0.075717
0.728435,0.075191
0.730586,0.074667
0.732730,0.074147
0.734866,0.073629
0.736995,0.073114
0.739117,0.072603
0.741232,0.072095
0.743339,0.071590
0.745439,0.071090
0.747531,0.070593
0.749616,0.070099
0.751694,0.069610
0.753764,0.069125
0.755827,0.068645
0.757882,0.068169
0.759930,0.067697
0.761970,0.067230
0.764003,0.066768
0.766028,0.066311
0.768046,0.065859
0.770056,0.065411
0.772058,0.064969
0.774053,0.064532
0.776040,0.064101
0.778019,0.063675
0.779991,0.063255
0.781955,0.062840
0.783911,0.062431
0.785860,0.062027
0.787801,0.061630
0.789734,0.061238
0.791659,0.060853
0.793576,0.060473
0.795486,0.060100
0.797387,0.059733
0.799281,0.059372
0.801167,0.059017
0.803045,0.058668
0.804915,0.058326
0.806777,0.057991
0.808631,0.057662
0.810477,0.057339
0.812315,0.057023
0.814145,0.056713
0.815967,0.056410
0.817781,0.056112
0.819586,0.055820
0.821384,0.055534
0.823174,0.055254
0.824955,0.054979
0.826728,0.054710
0.828494,0.054446
0.830250,0.054187
0.831999,0.053933
0.833740,0.053685
0.835472,0.053441
0.837196,0.053201
0.838911,0.052967
0.840619,0.052736
0.842318,0.052511
0.844009,0.052289
0.845691,0.052072
0.847365,0.051859
0.849031,0.051650
0.850688,0.051445
0.852337,0.051244
0.853977,0.051046
0.855609,0.050852
0.857233,0.050662
0.858848,0.050475
0.860454,0.050292
0.862052,0.050112
0.863642,0.049935
0.865223,0.049761
0.866795,0.049591
0.868359,0.049423
0.869914,0.049258
0.871461,0.049096
0.872999,0.048937
0.874528,0.048781
0.876049,0.048627
0.877561,0.048476
0.879064,0.048327
0.880559,0.048181
0.882045,0.048037
0.883522,0.047895
0.884991,0.047756
0.886451,0.047618
0.887902,0.047483
0.889344,0.047350
0.890778,0.047219
0.892202,0.047090
0.893618,0.046963
0.895025,0.046838
0.896423,0.046714
0.897812,0.046593
0.899193,0.046473
0.900564,0.046354
0.901927,0.046238
0.903281,0.046123
0.904625,0.046009
0.905961,0.045897
0.907288,0.045786
0.908606,0.045677
0.909915,0.045569
0.911215,0.045462
0.912505,0.045357
0.913787,0.045253
0.915060,0.045150
0.916324,0.045049
0.917579,0.044948
0.918824,0.044849
0.920061,0.044751
0.921288,0.044654
0.922507,0.044558
0.923716,0.044463
0.924916,0.044369
0.926107,0.044276
0.927289,0.044184
0.928461,0.044092
0.929625,0.044002
0.930779,0.043913
0.931924,0.043824
0.933060,0.043736
0.934186,0.043649
0.935304,0.043563
0.936412,0.043478
0.937510,0.043394
0.938600,0.043310
0.939680,0.043227
0.940751,0.043144
0.941813,0.043063
0.942865,0.042982
0.943908,0.042902
0.944942,0.042822
0.945966,0.042743
0.946982,0.042665
0.947987,0.042587
0.948983,0.042511
0.949970,0.042434
0.950948,0.042359
0.951916,0.042284
0.952875,0.042209
0.953824,0.042135
0.954764,0.042062
0.955694,0.041990
0.956615,0.041918
0.957526,0.041846
0.958429,0.041776
0.959321,0.041706
0.960204,0.041637
0.961078,0.041568
0.961942,0.041500
0.962796,0.041433
0.963641,0.041366
0.964477,0.041300
0.965303,0.041235
0.966119,0.041171
0.966926,0.041107
0.967723,0.041044
0.968511,0.040981
0.969289,0.040920
0.970058,0.040859
0.970817,0.040799
0.971566,0.040739
0.972306,0.040680
0.973036,0.040622
0.973756,0.040565
0.974467,0.040508
0.975168,0.040453
0.975860,0.040397
0.976542,0.040343
0.977214,0.040289
0.977877,0.040236
0.978530,0.040184
0.979173,0.040133
0.979807,0.040082
0.980431,0.040032
0.981045,0.039983
0.981649,0.039935
0.982244,0.039887
0.982829,0.039841
0.983405,0.039794
0.983970,0.039749
0.984526,0.039705
0.985072,0.039661
0.985609,0.039618
0.986136,0.039576
0.986653,0.039534
0.987160,0.039493
0.987657,0.039454
0.988145,0.039414
0.988623,0.039376
0.989091,0.039338
0.989549,0.039302
0.989998,0.039266
0.990437,0.039230
0.990865,0.039196
0.991285,0.039162
0.991694,0.039129
0.992094,0.039097
0.992483,0.039066
0.992863,0.039035
0.993233,0.039006
0.993594,0.038977
0.993944,0.038949
0.994285,0.038921
0.994616,0.038895
0.994937,0.038869
0.995248,0.038844
0.995549,0.038820
0.995840,0.038796
0.996122,0.038773
0.996394,0.038752
0.996656,0.038731
0.996908,0.038710
0.997150,0.038691
0.997382,0.038672
0.997605,0.038654
0.997817,0.038637
0.998020,0.038621
0.998213,0.038605
0.998396,0.038591
0.998569,0.038577
0.998732,0.038564
0.998886,0.038551
0.999029,0.038540
0.999163,0.038529
0.999286,0.038519
0.999400,0.038510
0.999504,0.038501
0.999598,0.038494
0.999682,0.038487
0.999757,0.038481
0.999821,0.038476
0.999876,0.038472
0.999920,0.038468
0.999955,0.038465
0.999980,0.038463
0.999995,0.038462
1.000000,0.038462
